3942,6 years
3943,7 years
3944,10+ years
3945,10+ years
3946,10+ years
3947,10+ years
3948,8 years
3949,3 years
3950,7 years
3951,3 years
3952,2 years
3953,5 years
3954,4 years
3955,Meh
3956,6 years
3957,8 years
3958,< 1 year
3959,7 years
3960,1 year
3961,10+ years
3962,10+ years
3963,1 year
3964,2 years
3965,10+ years
3966,10+ years
3967,< 1 year
3968,9 years
3969,4 years
3970,1 year
3971,10+ years
3972,10+ years
3973,6 years
3974,10+ years
3975,7 years
3976,Meh
3977,4 years
3978,Meh
3979,10+ years
3980,2 years
3981,3 years
3982,10+ years
3983,8 years
3984,< 1 year
3985,4 years
3986,1 year
3987,< 1 year
3988,1 year
3989,1 year
3990,5 years
3991,4 years
3992,10+ years
3993,2 years
3994,5 years
3995,6 years
3996,2 years
3997,4 years
3998,5 years
3999,< 1 year
4000,< 1 year
4001,10+ years
4002,10+ years
4003,10+ years
4004,10+ years
4005,10+ years
4006,3 years
4007,8 years
4008,6 years
4009,6 years
4010,4 years
4011,6 years
4012,10+ years
4013,6 years
4014,< 1 year
4015,< 1 year
4016,8 years
4017,1 year
4018,2 years
4019,5 years
4020,2 years
4021,< 1 year
4022,6 years
4023,6 years
4024,10+ years
4025,6 years
4026,2 years
4027,10+ years
4028,5 years
4029,3 years
4030,2 years
4031,1 year
4032,5 years
4033,5 years
4034,3 years
4035,6 years
4036,10+ years
4037,3 years
4038,10+ years
4039,Meh
4040,5 years
4041,< 1 year
4042,1 year
4043,3 years
4044,Meh
4045,1 year
4046,4 years
4047,4 years
4048,10+ years
4049,6 years
4050,10+ years
4051,3 years
4052,4 years
4053,10+ years
4054,10+ years
4055,10+ years
4056,3 years
4057,10+ years
4058,3 years
4059,4 years
4060,< 1 year
4061,5 years
4062,4 years
4063,5 years
4064,3 years
4065,< 1 year
4066,Meh
4067,10+ years
4068,2 years
4069,3 years
4070,5 years
4071,1 year
4072,7 years
4073,6 years
4074,6 years
4075,2 years
4076,10+ years
4077,10+ years
4078,6 years
4079,2 years
4080,8 years
4081,5 years
4082,< 1 year
4083,4 years
4084,Meh
4085,< 1 year
4086,2 years
4087,< 1 year
4088,3 years
4089,< 1 year
4090,10+ years
4091,4 years
4092,3 years
4093,< 1 year
4094,2 years
4095,< 1 year
4096,5 years
4097,4 years
4098,2 years
4099,3 years
4100,2 years
4101,1 year
4102,10+ years
4103,5 years
4104,5 years
4105,3 years
4106,10+ years
4107,2 years
4108,5 years
4109,10+ years
4110,2 years
4111,7 years
4112,6 years
4113,5 years
4114,1 year
4115,Meh
4116,10+ years
4117,6 years
4118,7 years
4119,10+ years
4120,10+ years
4121,9 years
4122,6 years
4123,7 years
4124,2 years
4125,Meh
4126,10+ years
4127,2 years
4128,4 years
4129,10+ years
4130,10+ years
4131,6 years
4132,1 year
4133,9 years
4134,3 years
4135,8 years
4136,9 years
4137,< 1 year
4138,10+ years
4139,1 year
4140,3 years
4141,7 years
4142,6 years
4143,3 years
4144,4 years
4145,10+ years
4146,1 year
4147,10+ years
4148,2 years
4149,7 years
4150,10+ years
4151,5 years
4152,2 years
4153,< 1 year
4154,10+ years
4155,10+ years
4156,4 years
4157,10+ years
4158,10+ years
4159,< 1 year
4160,5 years
4161,10+ years
4162,Meh
4163,2 years
4164,< 1 year
4165,10+ years
4166,8 years
4167,2 years
4168,10+ years
4169,4 years
4170,6 years
4171,2 years
4172,1 year
4173,10+ years
4174,3 years
4175,10+ years
4176,< 1 year
4177,2 years
4178,9 years
4179,4 years
4180,10+ years
4181,1 year
4182,10+ years
4183,8 years
4184,1 year
4185,< 1 year
4186,8 years
4187,3 years
4188,8 years
4189,6 years
4190,7 years
4191,10+ years
4192,2 years
4193,< 1 year
4194,< 1 year
4195,6 years
4196,Meh
4197,6 years
4198,10+ years
4199,2 years
4200,3 years
4201,8 years
4202,3 years
4203,Meh
4204,4 years
4205,< 1 year
4206,9 years
4207,10+ years
4208,10+ years
4209,4 years
4210,10+ years
4211,1 year
4212,Meh
4213,3 years
4214,10+ years
4215,5 years
4216,3 years
4217,6 years
4218,4 years
4219,10+ years
4220,10+ years
4221,2 years
4222,2 years
4223,6 years
4224,10+ years
4225,6 years
4226,2 years
4227,10+ years
4228,7 years
4229,Meh
4230,4 years
4231,10+ years
4232,4 years
4233,10+ years
4234,10+ years
4235,2 years
4236,< 1 year
4237,6 years
4238,10+ years
4239,1 year
4240,10+ years
4241,5 years
4242,< 1 year
4243,3 years
4244,5 years
4245,Meh
4246,10+ years
4247,9 years
4248,10+ years
4249,8 years
4250,< 1 year
4251,10+ years
4252,1 year
4253,4 years
4254,3 years
4255,7 years
4256,10+ years
4257,10+ years
4258,< 1 year
4259,Meh
4260,1 year
4261,3 years
4262,2 years
4263,4 years
4264,5 years
4265,8 years
4266,2 years
4267,10+ years
4268,7 years
4269,10+ years
4270,10+ years
4271,10+ years
4272,Meh
4273,3 years
4274,2 years
4275,6 years
4276,10+ years
4277,4 years
4278,< 1 year
4279,7 years
4280,5 years
4281,6 years
4282,9 years
4283,5 years
4284,10+ years
4285,9 years
4286,< 1 year
4287,6 years
4288,4 years
4289,6 years
4290,6 years
4291,< 1 year
4292,Meh
4293,1 year
4294,10+ years
4295,4 years
4296,< 1 year
4297,10+ years
4298,4 years
4299,< 1 year
4300,4 years
4301,2 years
4302,10+ years
4303,< 1 year
4304,10+ years
4305,5 years
4306,10+ years
4307,5 years
4308,3 years
4309,2 years
4310,3 years
4311,1 year
4312,10+ years
4313,7 years
4314,10+ years
4315,2 years
4316,10+ years
4317,9 years
4318,3 years
4319,< 1 year
4320,7 years
4321,10+ years
4322,1 year
4323,10+ years
4324,3 years
4325,6 years
4326,2 years
4327,2 years
4328,7 years
4329,2 years
4330,5 years
4331,7 years
4332,9 years
4333,2 years
4334,Meh
4335,6 years
4336,1 year
4337,4 years
4338,10+ years
4339,7 years
4340,6 years
4341,9 years
4342,2 years
4343,< 1 year
4344,1 year
4345,< 1 year
4346,5 years
4347,3 years
4348,Meh
4349,8 years
4350,< 1 year
4351,Meh
4352,10+ years
4353,< 1 year
4354,10+ years
4355,2 years
4356,10+ years
4357,10+ years
4358,10+ years
4359,7 years
4360,4 years
4361,1 year
4362,5 years
4363,10+ years
4364,10+ years
4365,2 years
4366,9 years
4367,10+ years
4368,2 years
4369,10+ years
4370,10+ years
4371,8 years
4372,5 years
4373,10+ years
4374,< 1 year
4375,4 years
4376,4 years
4377,1 year
4378,6 years
4379,2 years
4380,1 year
4381,5 years
4382,10+ years
4383,5 years
4384,10+ years
4385,10+ years
4386,1 year
4387,10+ years
4388,2 years
4389,10+ years
4390,2 years
4391,Meh
4392,< 1 year
4393,6 years
4394,5 years
4395,10+ years
4396,2 years
4397,5 years
4398,6 years
4399,1 year
4400,4 years
4401,6 years
4402,3 years
4403,10+ years
4404,6 years
4405,3 years
4406,1 year
4407,6 years
4408,3 years
4409,2 years
4410,3 years
4411,10+ years
4412,7 years
4413,< 1 year
4414,10+ years
4415,3 years
4416,6 years
4417,7 years
4418,7 years
4419,1 year
4420,10+ years
4421,2 years
4422,4 years
4423,10+ years
4424,10+ years
4425,10+ years
4426,Meh
4427,10+ years
4428,4 years
4429,10+ years
4430,2 years
4431,10+ years
4432,10+ years
4433,4 years
4434,4 years
4435,Meh
4436,4 years
4437,1 year
4438,5 years
4439,5 years
4440,10+ years
4441,10+ years
4442,10+ years
4443,2 years
4444,< 1 year
4445,8 years
4446,10+ years
4447,10+ years
4448,8 years
4449,5 years
4450,5 years
4451,3 years
4452,10+ years
4453,9 years
4454,Meh
4455,2 years
4456,10+ years
4457,10+ years
4458,2 years
4459,1 year
4460,9 years
4461,4 years
4462,4 years
4463,5 years
4464,Meh
4465,4 years
4466,10+ years
4467,< 1 year
4468,6 years
4469,< 1 year
4470,6 years
4471,6 years
4472,10+ years
4473,2 years
4474,10+ years
4475,5 years
4476,10+ years
4477,7 years
4478,10+ years
4479,< 1 year
4480,4 years
4481,3 years
4482,< 1 year
4483,10+ years
4484,1 year
4485,1 year
4486,3 years
4487,5 years
4488,6 years
4489,5 years
4490,10+ years
4491,10+ years
4492,10+ years
4493,10+ years
4494,3 years
4495,9 years
4496,3 years
4497,9 years
4498,< 1 year
4499,10+ years
4500,10+ years
4501,10+ years
4502,10+ years
4503,10+ years
4504,8 years
4505,7 years
4506,10+ years
4507,9 years
4508,9 years
4509,4 years
4510,2 years
4511,Meh
4512,2 years
4513,10+ years
4514,< 1 year
4515,4 years
4516,3 years
4517,7 years
4518,3 years
4519,10+ years
4520,10+ years
4521,6 years
4522,6 years
4523,10+ years
4524,2 years
4525,5 years
4526,10+ years
4527,2 years
4528,10+ years
4529,2 years
4530,6 years
4531,Meh
4532,3 years
4533,10+ years
4534,4 years
4535,10+ years
4536,4 years
4537,Meh
4538,9 years
4539,< 1 year
4540,2 years
4541,2 years
4542,3 years
4543,10+ years
4544,10+ years
4545,7 years
4546,9 years
4547,3 years
4548,1 year
4549,4 years
4550,6 years
4551,7 years
4552,2 years
4553,10+ years
4554,3 years
4555,2 years
4556,6 years
4557,10+ years
4558,< 1 year
4559,10+ years
4560,< 1 year
4561,2 years
4562,4 years
4563,4 years
4564,3 years
4565,< 1 year
4566,6 years
4567,6 years
4568,6 years
4569,5 years
4570,Meh
4571,10+ years
4572,< 1 year
4573,< 1 year
4574,10+ years
4575,10+ years
4576,9 years
4577,6 years
4578,10+ years
4579,1 year
4580,6 years
4581,Meh
4582,8 years
4583,4 years
4584,7 years
4585,10+ years
4586,8 years
4587,2 years
4588,7 years
4589,4 years
4590,Meh
4591,10+ years
4592,6 years
4593,4 years
4594,10+ years
4595,5 years
4596,3 years
4597,4 years
4598,4 years
4599,6 years
4600,6 years
4601,Meh
4602,10+ years
4603,3 years
4604,4 years
4605,7 years
4606,1 year
4607,1 year
4608,3 years
4609,Meh
4610,Meh
4611,4 years
4612,2 years
4613,4 years
4614,Meh
4615,10+ years
4616,5 years
4617,10+ years
4618,10+ years
4619,8 years
4620,4 years
4621,10+ years
4622,10+ years
4623,5 years
4624,< 1 year
4625,6 years
4626,1 year
4627,2 years
4628,3 years
4629,2 years
4630,2 years
4631,< 1 year
4632,3 years
4633,< 1 year
4634,2 years
4635,7 years
4636,10+ years
4637,5 years
4638,< 1 year
4639,10+ years
4640,4 years
4641,10+ years
4642,Meh
4643,5 years
4644,3 years
4645,< 1 year
4646,5 years
4647,8 years
4648,10+ years
4649,< 1 year
4650,10+ years
4651,5 years
4652,< 1 year
4653,9 years
4654,1 year
4655,7 years
4656,< 1 year
4657,< 1 year
4658,Meh
4659,5 years
4660,6 years
4661,8 years
4662,2 years
4663,1 year
4664,Meh
4665,Meh
4666,10+ years
4667,10+ years
4668,6 years
4669,7 years
4670,8 years
4671,3 years
4672,1 year
4673,6 years
4674,10+ years
4675,4 years
4676,2 years
4677,10+ years
4678,5 years
4679,2 years
4680,6 years
4681,7 years
4682,Meh
4683,5 years
4684,9 years
4685,7 years
4686,7 years
4687,2 years
4688,10+ years
4689,8 years
4690,5 years
4691,10+ years
4692,10+ years
4693,1 year
4694,8 years
4695,3 years
4696,9 years
4697,3 years
4698,4 years
4699,6 years
4700,10+ years
4701,6 years
4702,10+ years
4703,10+ years
4704,10+ years
4705,5 years
4706,3 years
4707,10+ years
4708,2 years
4709,5 years
4710,10+ years
4711,4 years
4712,1 year
4713,< 1 year
4714,Meh
4715,10+ years
4716,4 years
4717,3 years
4718,< 1 year
4719,2 years
4720,5 years
4721,8 years
4722,< 1 year
4723,< 1 year
4724,9 years
4725,10+ years
4726,4 years
4727,5 years
4728,2 years
4729,10+ years
4730,Meh
4731,10+ years
4732,6 years
4733,10+ years
4734,3 years
4735,4 years
4736,10+ years
4737,7 years
4738,Meh
4739,5 years
4740,10+ years
4741,6 years
4742,2 years
4743,< 1 year
4744,10+ years
4745,3 years
4746,10+ years
4747,4 years
4748,10+ years
4749,< 1 year
4750,3 years
4751,3 years
4752,9 years
4753,8 years
4754,4 years
4755,2 years
4756,2 years
4757,3 years
4758,5 years
4759,8 years
4760,1 year
4761,< 1 year
4762,< 1 year
4763,10+ years
4764,10+ years
4765,< 1 year
4766,5 years
4767,< 1 year
4768,5 years
4769,10+ years
4770,1 year
4771,3 years
4772,2 years
4773,10+ years
4774,8 years
4775,Meh
4776,1 year
4777,10+ years
4778,2 years
4779,4 years
4780,5 years
4781,10+ years
4782,1 year
4783,1 year
4784,3 years
4785,7 years
4786,8 years
4787,< 1 year
4788,10+ years
4789,10+ years
4790,10+ years
4791,< 1 year
4792,9 years
4793,8 years
4794,1 year
4795,10+ years
4796,< 1 year
4797,7 years
4798,6 years
4799,1 year
4800,4 years
4801,1 year
4802,2 years
4803,1 year
4804,3 years
4805,1 year
4806,6 years
4807,10+ years
4808,5 years
4809,5 years
4810,2 years
4811,10+ years
4812,6 years
4813,< 1 year
4814,9 years
4815,10+ years
4816,2 years
4817,10+ years
4818,9 years
4819,2 years
4820,10+ years
4821,4 years
4822,6 years
4823,4 years
4824,10+ years
4825,6 years
4826,Meh
4827,1 year
4828,< 1 year
4829,6 years
4830,< 1 year
4831,10+ years
4832,10+ years
4833,4 years
4834,4 years
4835,6 years
4836,10+ years
4837,10+ years
4838,9 years
4839,3 years
4840,1 year
4841,5 years
4842,10+ years
4843,5 years
4844,2 years
4845,2 years
4846,3 years
4847,1 year
4848,10+ years
4849,3 years
4850,10+ years
4851,10+ years
4852,10+ years
4853,1 year
4854,7 years
4855,5 years
4856,2 years
4857,5 years
4858,2 years
4859,10+ years
4860,10+ years
4861,5 years
4862,3 years
4863,1 year
4864,Meh
4865,10+ years
4866,10+ years
4867,9 years
4868,6 years
4869,1 year
4870,< 1 year
4871,4 years
4872,6 years
4873,6 years
4874,2 years
4875,4 years
4876,Meh
4877,10+ years
4878,10+ years
4879,5 years
4880,Meh
4881,5 years
4882,4 years
4883,< 1 year
4884,2 years
4885,10+ years
4886,1 year
4887,Meh
4888,5 years
4889,4 years
4890,6 years
4891,7 years
4892,6 years
4893,10+ years
4894,10+ years
4895,6 years
4896,10+ years
4897,7 years
4898,4 years
4899,1 year
4900,8 years
4901,4 years
4902,1 year
4903,10+ years
4904,2 years
4905,1 year
4906,10+ years
4907,5 years
4908,10+ years
4909,10+ years
4910,10+ years
4911,10+ years
4912,3 years
4913,10+ years
4914,5 years
4915,3 years
4916,8 years
4917,10+ years
4918,2 years
4919,3 years
4920,2 years
4921,2 years
4922,10+ years
4923,9 years
4924,10+ years
4925,10+ years
4926,10+ years
4927,1 year
4928,5 years
4929,10+ years
4930,1 year
4931,10+ years
4932,10+ years
4933,4 years
4934,8 years
4935,< 1 year
4936,4 years
4937,3 years
4938,< 1 year
4939,10+ years
4940,5 years
4941,1 year
4942,3 years
4943,7 years
4944,< 1 year
4945,Meh
4946,5 years
4947,6 years
4948,1 year
4949,10+ years
4950,2 years
4951,6 years
4952,6 years
4953,4 years
4954,< 1 year
4955,10+ years
4956,10+ years
4957,10+ years
4958,2 years
4959,9 years
4960,2 years
4961,7 years
4962,10+ years
4963,6 years
4964,10+ years
4965,6 years
4966,3 years
4967,1 year
4968,8 years
4969,5 years
4970,7 years
4971,4 years
4972,10+ years
4973,10+ years
4974,7 years
4975,8 years
4976,< 1 year
4977,1 year
4978,4 years
4979,Meh
4980,10+ years
4981,< 1 year
4982,10+ years
4983,10+ years
4984,2 years
4985,< 1 year
4986,3 years
4987,3 years
4988,5 years
4989,1 year
4990,10+ years
4991,10+ years
4992,10+ years
4993,10+ years
4994,3 years
4995,5 years
4996,6 years
4997,5 years
4998,8 years
4999,5 years
5000,4 years
5001,2 years
5002,5 years
5003,10+ years
5004,1 year
5005,10+ years
5006,10+ years
5007,7 years
5008,3 years
5009,Meh
5010,6 years
5011,4 years
5012,10+ years
5013,< 1 year
5014,1 year
5015,4 years
5016,5 years
5017,10+ years
5018,10+ years
5019,1 year
5020,10+ years
5021,1 year
5022,4 years
5023,8 years
5024,2 years
5025,2 years
5026,2 years
5027,5 years
5028,9 years
5029,10+ years
5030,4 years
5031,3 years
5032,7 years
5033,5 years
5034,10+ years
5035,10+ years
5036,6 years
5037,7 years
5038,< 1 year
5039,3 years
5040,8 years
5041,7 years
5042,8 years
5043,< 1 year
5044,10+ years
5045,2 years
5046,1 year
5047,10+ years
5048,10+ years
5049,3 years
5050,10+ years
5051,6 years
5052,4 years
5053,4 years
5054,10+ years
5055,Meh
5056,7 years
5057,5 years
5058,6 years
5059,10+ years
5060,Meh
5061,9 years
5062,10+ years
5063,< 1 year
5064,5 years
5065,3 years
5066,8 years
5067,< 1 year
5068,3 years
5069,7 years
5070,10+ years
5071,10+ years
5072,4 years
5073,6 years
5074,10+ years
5075,3 years
5076,10+ years
5077,7 years
5078,5 years
5079,5 years
5080,2 years
5081,8 years
5082,3 years
5083,1 year
5084,10+ years
5085,4 years
5086,10+ years
5087,7 years
5088,3 years
5089,5 years
5090,4 years
5091,< 1 year
5092,10+ years
5093,1 year
5094,< 1 year
5095,10+ years
5096,5 years
5097,4 years
5098,10+ years
5099,6 years
5100,6 years
5101,10+ years
5102,4 years
5103,2 years
5104,5 years
5105,10+ years
5106,8 years
5107,5 years
5108,1 year
5109,9 years
5110,4 years
5111,2 years
5112,1 year
5113,6 years
5114,2 years
5115,6 years
5116,5 years
5117,3 years
5118,5 years
5119,10+ years
5120,2 years
5121,10+ years
5122,10+ years
5123,1 year
5124,2 years
5125,2 years
5126,9 years
5127,2 years
5128,4 years
5129,6 years
5130,9 years
5131,7 years
5132,10+ years
5133,10+ years
5134,10+ years
5135,10+ years
5136,3 years
5137,2 years
5138,5 years
5139,4 years
5140,1 year
5141,2 years
5142,< 1 year
5143,8 years
5144,< 1 year
5145,3 years
5146,1 year
5147,1 year
5148,2 years
5149,7 years
5150,1 year
5151,1 year
5152,6 years
5153,2 years
5154,10+ years
5155,10+ years
5156,10+ years
5157,2 years
5158,10+ years
5159,4 years
5160,5 years
5161,< 1 year
5162,10+ years
5163,3 years
5164,4 years
5165,10+ years
5166,1 year
5167,5 years
5168,10+ years
5169,10+ years
5170,6 years
5171,10+ years
5172,10+ years
5173,10+ years
5174,10+ years
5175,1 year
5176,4 years
5177,Meh
5178,10+ years
5179,< 1 year
5180,8 years
5181,5 years
5182,10+ years
5183,1 year
5184,2 years
5185,< 1 year
5186,10+ years
5187,10+ years
5188,Meh
5189,Meh
5190,Meh
5191,3 years
5192,1 year
5193,10+ years
5194,3 years
5195,3 years
5196,10+ years
5197,7 years
5198,9 years
5199,1 year
5200,2 years
5201,< 1 year
5202,10+ years
5203,Meh
5204,10+ years
5205,2 years
5206,1 year
5207,10+ years
5208,10+ years
5209,10+ years
5210,3 years
5211,6 years
5212,1 year
5213,< 1 year
5214,3 years
5215,Meh
5216,5 years
5217,3 years
5218,9 years
5219,10+ years
5220,8 years
5221,4 years
5222,3 years
5223,3 years
5224,4 years
5225,3 years
5226,7 years
5227,4 years
5228,10+ years
5229,2 years
5230,2 years
5231,< 1 year
5232,1 year
5233,2 years
5234,10+ years
5235,4 years
5236,2 years
5237,10+ years
5238,10+ years
5239,10+ years
5240,7 years
5241,7 years
5242,3 years
5243,10+ years
5244,< 1 year
5245,< 1 year
5246,3 years
5247,2 years
5248,8 years
5249,10+ years
5250,4 years
5251,< 1 year
5252,10+ years
5253,< 1 year
5254,3 years
5255,10+ years
5256,3 years
5257,10+ years
5258,2 years
5259,3 years
5260,1 year
5261,10+ years
5262,5 years
5263,2 years
5264,4 years
5265,Meh
5266,4 years
5267,< 1 year
5268,4 years
5269,< 1 year
5270,10+ years
5271,6 years
5272,10+ years
5273,2 years
5274,5 years
5275,6 years
5276,2 years
5277,2 years
5278,9 years
5279,2 years
5280,10+ years
5281,5 years
5282,6 years
5283,10+ years
5284,10+ years
5285,3 years
5286,1 year
5287,10+ years
5288,< 1 year
5289,9 years
5290,8 years
5291,6 years
5292,10+ years
5293,3 years
5294,10+ years
5295,3 years
5296,1 year
5297,4 years
5298,Meh
5299,10+ years
5300,5 years
5301,4 years
5302,< 1 year
5303,3 years
5304,10+ years
5305,2 years
5306,2 years
5307,10+ years
5308,6 years
5309,Meh
5310,10+ years
5311,< 1 year
5312,< 1 year
5313,10+ years
5314,6 years
5315,< 1 year
5316,< 1 year
5317,10+ years
5318,3 years
5319,10+ years
5320,6 years
5321,10+ years
5322,1 year
5323,10+ years
5324,10+ years
5325,10+ years
5326,2 years
5327,10+ years
5328,10+ years
5329,7 years
5330,1 year
5331,3 years
5332,2 years
5333,< 1 year
5334,10+ years
5335,10+ years
5336,< 1 year
5337,2 years
5338,8 years
5339,2 years
5340,3 years
5341,5 years
5342,10+ years
5343,10+ years
5344,10+ years
5345,5 years
5346,10+ years
5347,2 years
5348,1 year
5349,8 years
5350,10+ years
5351,9 years
5352,10+ years
5353,9 years
5354,3 years
5355,2 years
5356,1 year
5357,10+ years
5358,10+ years
5359,10+ years
5360,5 years
5361,3 years
5362,10+ years
5363,10+ years
5364,< 1 year
5365,6 years
5366,5 years
5367,2 years
5368,1 year
5369,10+ years
5370,9 years
5371,< 1 year
5372,< 1 year
5373,5 years
5374,10+ years
5375,< 1 year
5376,< 1 year
5377,2 years
5378,3 years
5379,< 1 year
5380,10+ years
5381,3 years
5382,10+ years
5383,10+ years
5384,2 years
5385,4 years
5386,5 years
5387,3 years
5388,7 years
5389,4 years
5390,10+ years
5391,10+ years
5392,9 years
5393,< 1 year
5394,< 1 year
5395,5 years
5396,7 years
5397,6 years
5398,6 years
5399,Meh
5400,3 years
5401,4 years
5402,8 years
5403,9 years
5404,6 years
5405,5 years
5406,7 years
5407,< 1 year
5408,10+ years
5409,10+ years
5410,10+ years
5411,5 years
5412,< 1 year
5413,1 year
5414,6 years
5415,4 years
5416,6 years
5417,6 years
5418,7 years
5419,Meh
5420,< 1 year
5421,< 1 year
5422,1 year
5423,9 years
5424,3 years
5425,6 years
5426,8 years
5427,6 years
5428,2 years
5429,4 years
5430,1 year
5431,4 years
5432,10+ years
5433,8 years
5434,5 years
5435,1 year
5436,1 year
5437,6 years
5438,5 years
5439,2 years
5440,Meh
5441,2 years
5442,10+ years
5443,10+ years
5444,7 years
5445,9 years
5446,7 years
5447,4 years
5448,10+ years
5449,< 1 year
5450,< 1 year
5451,7 years
5452,Meh
5453,< 1 year
5454,2 years
5455,10+ years
5456,< 1 year
5457,10+ years
5458,1 year
5459,6 years
5460,3 years
5461,< 1 year
5462,Meh
5463,7 years
5464,3 years
5465,5 years
5466,10+ years
5467,1 year
5468,10+ years
5469,4 years
5470,10+ years
5471,3 years
5472,4 years
5473,5 years
5474,1 year
5475,8 years
5476,2 years
5477,5 years
5478,10+ years
5479,10+ years
5480,10+ years
5481,3 years
5482,10+ years
5483,2 years
5484,7 years
5485,7 years
5486,1 year
5487,10+ years
5488,2 years
5489,5 years
5490,< 1 year
5491,10+ years
5492,10+ years
5493,2 years
5494,10+ years
5495,10+ years
5496,1 year
5497,3 years
5498,4 years
5499,10+ years
5500,10+ years
5501,1 year
5502,7 years
5503,5 years
5504,4 years
5505,5 years
5506,3 years
5507,10+ years
5508,< 1 year
5509,4 years
5510,2 years
5511,10+ years
5512,5 years
5513,3 years
5514,10+ years
5515,3 years
5516,4 years
5517,4 years
5518,3 years
5519,1 year
5520,Meh
5521,3 years
5522,10+ years
5523,2 years
5524,< 1 year
5525,1 year
5526,5 years
5527,4 years
5528,10+ years
5529,5 years
5530,9 years
5531,3 years
5532,4 years
5533,3 years
5534,2 years
5535,2 years
5536,1 year
5537,4 years
5538,5 years
5539,10+ years
5540,2 years
5541,< 1 year
5542,6 years
5543,6 years
5544,6 years
5545,2 years
5546,5 years
5547,9 years
5548,10+ years
5549,2 years
5550,5 years
5551,< 1 year
5552,1 year
5553,5 years
5554,4 years
5555,10+ years
5556,2 years
5557,< 1 year
5558,< 1 year
5559,9 years
5560,2 years
5561,3 years
5562,10+ years
5563,6 years
5564,10+ years
5565,3 years
5566,6 years
5567,4 years
5568,5 years
5569,10+ years
5570,3 years
5571,10+ years
5572,2 years
5573,6 years
5574,3 years
5575,5 years
5576,10+ years
5577,4 years
5578,9 years
5579,< 1 year
5580,< 1 year
5581,8 years
5582,8 years
5583,10+ years
5584,7 years
5585,3 years
5586,9 years
5587,8 years
5588,< 1 year
5589,3 years
5590,6 years
5591,10+ years
5592,7 years
5593,3 years
5594,5 years
5595,5 years
5596,8 years
5597,Meh
5598,< 1 year
5599,9 years
5600,7 years
5601,10+ years
5602,3 years
5603,1 year
5604,2 years
5605,10+ years
5606,7 years
5607,4 years
5608,1 year
5609,6 years
5610,10+ years
5611,10+ years
5612,< 1 year
5613,5 years
5614,Meh
5615,3 years
5616,6 years
5617,3 years
5618,< 1 year
5619,10+ years
5620,7 years
5621,1 year
5622,5 years
5623,8 years
5624,10+ years
5625,5 years
5626,10+ years
5627,6 years
5628,3 years
5629,5 years
5630,3 years
5631,1 year
5632,1 year
5633,10+ years
5634,4 years
5635,4 years
5636,1 year
5637,4 years
5638,4 years
5639,7 years
5640,3 years
5641,2 years
5642,10+ years
5643,10+ years
5644,4 years
5645,9 years
5646,10+ years
5647,6 years
5648,Meh
5649,4 years
5650,5 years
5651,10+ years
5652,9 years
5653,< 1 year
5654,10+ years
5655,1 year
5656,4 years
5657,2 years
5658,4 years
5659,2 years
5660,6 years
5661,5 years
5662,3 years
5663,< 1 year
5664,2 years
5665,3 years
5666,2 years
5667,1 year
5668,5 years
5669,1 year
5670,10+ years
5671,6 years
5672,< 1 year
5673,5 years
5674,2 years
5675,Meh
5676,1 year
5677,10+ years
5678,9 years
5679,10+ years
5680,3 years
5681,10+ years
5682,4 years
5683,10+ years
5684,10+ years
5685,1 year
5686,10+ years
5687,1 year
5688,8 years
5689,5 years
5690,10+ years
5691,10+ years
5692,6 years
5693,< 1 year
5694,7 years
5695,2 years
5696,8 years
5697,Meh
5698,6 years
5699,10+ years
5700,3 years
5701,10+ years
5702,10+ years
5703,4 years
5704,1 year
5705,< 1 year
5706,10+ years
5707,1 year
5708,10+ years
5709,< 1 year
5710,5 years
5711,1 year
5712,2 years
5713,Meh
5714,10+ years
5715,10+ years
5716,4 years
5717,7 years
5718,6 years
5719,10+ years
5720,8 years
5721,4 years
5722,10+ years
5723,10+ years
5724,10+ years
5725,< 1 year
5726,3 years
5727,1 year
5728,< 1 year
5729,7 years
5730,6 years
5731,3 years
5732,< 1 year
5733,10+ years
5734,< 1 year
5735,10+ years
5736,2 years
5737,1 year
5738,10+ years
5739,10+ years
5740,10+ years
5741,6 years
5742,4 years
5743,10+ years
5744,7 years
5745,1 year
5746,6 years
5747,4 years
5748,8 years
5749,7 years
5750,2 years
5751,3 years
5752,2 years
5753,4 years
5754,8 years
5755,10+ years
5756,10+ years
5757,10+ years
5758,2 years
5759,< 1 year
5760,< 1 year
5761,< 1 year
5762,8 years
5763,4 years
5764,10+ years
5765,Meh
5766,< 1 year
5767,7 years
5768,10+ years
5769,< 1 year
5770,3 years
5771,< 1 year
5772,2 years
5773,4 years
5774,7 years
5775,2 years
5776,8 years
5777,5 years
5778,1 year
5779,10+ years
5780,3 years
5781,4 years
5782,10+ years
5783,10+ years
5784,6 years
5785,10+ years
5786,10+ years
5787,< 1 year
5788,10+ years
5789,3 years
5790,10+ years
5791,5 years
5792,4 years
5793,1 year
5794,2 years
5795,1 year
5796,4 years
5797,10+ years
5798,Meh
5799,6 years
5800,10+ years
5801,2 years
5802,< 1 year
5803,4 years
5804,5 years
5805,6 years
5806,9 years
5807,6 years
5808,< 1 year
5809,7 years
5810,10+ years
5811,1 year
5812,1 year
5813,7 years
5814,9 years
5815,2 years
5816,< 1 year
5817,4 years
5818,10+ years
5819,10+ years
5820,2 years
5821,6 years
5822,Meh
5823,3 years
5824,10+ years
